maneno,polarity
ajali jambo dogo lenye kushusha moyo ambalo huchochea hisia moyo halikufundishi kitu ikiwa tayari unajua ubaguzi rangi ubaguzi mambo mabaya,0.0
bado nafanya filamu hii ajili kuimarisha wanawake huko hakuna filamu kutosha hapa hii,0.0
Ubongo wako utajaribu kulegea ukiwa sehemu msukumo akili kujipumua,0.0
Niliachwa nikiwa nimevunjwa moyo kutokana ono kutazama filamu hii nikachukua saa mbili kupona kabisa,0.0
Sinema inaunga mkono kulipiza kisasi boogeyman zombiez sehemu utatu kuogofya filamu,0.0
Bila shaka hilo halimaanishi mtu huyo tofauti njia nzuri,0.0
hii inamaanisha njia mbaya,0.0
Filamu hii haina michoro ukombozi,0.0
kitu chenye kufadhaisha,0.0
Picha zisizo madoido zinatuonyesha mandhari yenye kupendeza uombwe,0.0
hadithi haiwezi kipumbavu,0.0
maandishi yako awali,0.0
watoto wanaudhika,0.0
Mwenye kuongoza hana hatia,0.0
Kwa vyovyote ustahili kiwango chochote huu wafanana mateso,0.0
Walio wagonjwa husema utesaji,0.0
Labda kungekuwa elezo lenye kupatana akili jambo hili ujasiri,0.0
si safari yenye kupendeza kujitambua,0.0
hali halina simu,0.0
ikiwa kauli hii yasikika kipumbavu sababu kipumbavu,0.0
Ndiyo mbaya,0.0
Hakuna lolote kupendekeza,0.0
Tukio zuri kabisa makunjo,0.0
Vando aliyemwonyesha popo vipawa vyake vingeweza kubeba enzi kimya kimya alitaka kuona baadhi kazi kimya nelix haionekani inaziweka akiba,0.0
ipendezayo kuona mwandishi maarufu habari televisheni kimya kimya sranks marion hajapata hatua kimya,0.0
sinema hii iliteseka sababu maandishi iliyoiandika kuhitaji wasiwasi,0.0
kulikuwa misuguano mingi mno,0.0
ila sinema ilionekana yenye kuvuta wengi mashujaa hao hawakufanyia kazi ajili uhuru,0.0
sinema hii hakika kodi wastani,0.0
Mwanasesere akiipenda,0.0
sinema hii mbaya,0.0
mbaya,0.0
sinema ndefu mno,0.0
Hakika huyu walio dhulumu,0.0
filamu ipokewayo filamu bora umri,0.0
Jihn royne alifanya kazi nzuri kijana biashara sinema,0.0
kuwapo kwake kiwambo kulikuwa kumengaa ingawa kulikuwa waigizaji wakuu kiwambo,0.0
Nadhani lazima ione filamu kiYohn kale,0.0
Kwa kweli sioni jinsi mtu yeyote angeweza kufurahia sinema hii,0.0
Sidhani nimewahi kuona sinema yenye kuchosha sehemu hii nguo isiyo lishe,0.0
Labda ingekuwa bora mkurugenzi angetumia sehemu maonyesho sinema akiigiza kazi mwenyewe sanaa ambayo kweli yenye kutokeza,0.0
Jambo jingine ambalo sikupenda mtu fulani alipopigana ngumi usoni lita damu ingemwagika,0.0
Njuzi kibahozi kabisa miwani taa,0.0
utendaji kazi akili,0.0
anamiliki filamu chombo kutengenezea makaa mawe kilivyomiliki binti wachimba makaa mawe kwatodi kilikuwa mipira mikubwa moto,0.0
Kwa kweli vigumu kukumbuka miale taa inatenda haikuchezwa mtu huyo mwenyewe,0.0
Supu taa zajulikana,0.0
Maisha miali jua yaliandaa picha nzuri ajili sinema ambayo haihusishi sinema nyingine kuhusu mwanamuziki,0.0
Bogick mkurugenzi mkuu,0.0
Kwa kushangaza nyingi huona sinema kupoteza kabisa kutazama,0.0
Sehemu pili spidrocock iliboresha msisimuaji kukimbiza sinema,0.0
ambayo huridhisha wasikilizaji ambao huharibu nyingi filamu,0.0
Kwa sababu simulizi zima halina nishati,0.0
njama inanguruma mashine ikitegemea makini mandhari mpya,0.0
Kuna kasoro kawaida kiakili,0.0
shamima inaudhi,0.0
Hii sinema isiyovutia kuhusu mwandishi anayeishi utamaduni wenye baridi kali,0.0
yale mambo kuigiza yaliyo wazi hukukazia uangalifu wako sababu yanapotea kihisia moyo yameruka ruka,0.0
Na sehemu nyingine nyumba inazungukwa wanajeshi wakiimba nyimbo kuhusu ukiume ambao wanajiapa kurahisisha usafi panga nk,0.0
Anaweza kukudunga vipande vipande kuua mwendo sinema haraka kuliko mtu mwingine yeyote,0.0
schrader ametengeneza filamu nyingi zisizo ujuzi,0.0
Nilipoitazama filamu hii kwanza miaka 80 niliipenda,0.0
Nilivutiwa muziki uliokuwa ukicheza dansi,0.0
Hata hivi karibuni niliangalia kitu chote dvdos nilivutiwa jinsi mchezo ulivyokuwa mpumbavu kupita kiasi jinsi ulivyokuwa mashimo mengi yasiyopatana waziwazi jinsi dansi ilivyokuwa ikipamba moto,0.0
Hii inamaanisha ulimwengu halisi hangeingia kamwe ile dansi bale ambayo ujumla kusikitisha,0.0
tabia hazikuwa kina kirefu,0.0
woa anazungumzia mambo mabaya,0.0
Wala msifanye ulegevu kuwafukuzia kaumu maadui,0.0
mbaya,0.0
Majadiliano mabaya ungeweza kuendelea mrefu,0.0
Lakini kweli kile kilichoifanya isitambuliwe kilikuwa mwongozo,0.0
waigizaji maskini,0.0
huwezi kujua wana kipawa chochote sababu hawana maneno yenye kusikitisha bali mkurugenzi hakuwaonyesha hatua yoyote,0.0
Ukichunguza picha wakurugenzi tovuti hii utaona filamu hii haikujitokeza,0.0
Hilo halingekuwa jambo zuri kuchezewa mfupi,0.0
Ikiwa nia nzuri ingefanyiza filamu nzuri sinema hii yaweza sinema iliyopata kutengenezwa,0.0
Filamu ina waigizaji wakuu ambao mwelekezi stadi mtu aliye picha hewani ambazo zilipaswa kusisimua hisi uwezo kufikiri ambao huenda mtu akajali,0.0
Haijalishi filamu inashindwa,0.0
sinema haina maonyesho kuonyesha hisia sherehe uzalendo unaokazia usimulizi,0.0
Hakuna mwigizaji ambaye ametumiwa vibaya mamba aina june sinema hii,0.0
Na bado ninafurahia kuitazama,0.0
Kwa kusikitisha hii sinema mbaya iliyo wazi,0.0
Maandishi mabaya matendo mabaya hufanya maandishi hayo yaonekane mabaya,0.0
mazungumzo yakapungua,0.0
ile sinemakographyif inaweza kuitwa ile inayochekwa,0.0
chombo kilifyonza,0.0
anayetenda ustadi,0.0
mifuatano maonyesho muziki imefyonzwa,0.0
kilikuwa chema,0.0
lililokuwa jambo kuchekesha,0.0
Lilikuwa jambo kuchekesha,0.0
Kwa ujumla sinema hii takataka bei,0.0
sinema hii si kuchekesha kufikiria upumbavu,0.0
Nilitoka nikihisi hasira,0.0
Huharibu chochote kile kiwezacho au kisichoweza kusemwa yacho kimebuniwa ustadi hali,0.0
sinema inastaajabisha kusema ufupi si kitu ikiwa si mooftheart,0.0
Kwa uhalisi kipindi hiki chatoa kiasi kidogo kitu mtu ambaye wazazi kuwaziwa mashabiki sks,0.0
Na kulitokea neno kali lililopigwa kali likitenda hekima ama chombo imara kushangaza hapa,0.0
mambo yote yaliyoonwa kazi iliyofanywa vizuri,0.0
Asanteni filamu hii kufanywa kuachiliwa huru,0.0
Moja sinema bora kiMyxican sinema ambazo hazikupata kueleweka iwe zile ambazo zimetambuliwaje nazo,0.0
linafikia kiwango maonyesho makubwa uhalifu nordrama belmondo lino capeura,0.0
sifa inayotolewa mhusika maelezo tata kisaikolojia yanayofafanua uaminifu mshikamanifu mapenzi tumaini mambo makubwa,0.0
Ni drama nzuri yenye kusisimua sinema bora kabisa,0.0
nikiwa huko melville iliyo bora,0.0
kitu kuhusu filamu hii kinastaajabisha,0.0
Na nyinyi mkazama maovu walivyo zama,0.0
Maji meusi kisisimuaji ambacho huweza kushinda kabisa mipaka kuchezesha chezesha chezesha chezewa kupindua matazamio kutokea ono lenye nguvu,0.0
tamasha hizi halisi zinashika fuvu hilo vizuri iwapo tovuti maji meusi itaaminika sababu walitumia masanduku halisi bwawa maridadi,0.0
Nilifurahia kristopher ekccleston alipodhibiti tardis mwendelezo mfululizo,0.0
asijue akijaribu kufanya filamu hii,0.0
Kama ingebadili siku nzuri iwe usiku wenye kumbukumbu zenye kusumbua kuliko nadhani alifaulu,0.0
kuna sehemu nyingi zenye kupendeza,0.0
ililazimishwa kitu sinema hii,0.0
Tena akiwa kilema,0.0
hapa ambapo filamu ilinigusa moyo,0.0
usinifanye nianze kupiga picha haraka haraka,0.0
Na alipo liona jumba sinemadididi mgonjwa,0.0
Pitia muhtasari akili wasio akili,0.0
Mpango mzuri niliosema uid ulimruhusu huyo aende,0.0
kitendo chake kilikuwa kibaya,0.0
kweli vibaya,0.0
Hata mnyoo bipani ukiinuka maandishi yaliyokuwa mabaya,0.0
kamera mbaya,0.0
kiwango 1 kati 10,0.0
Mwisho wenye kustaajabisha mambo matatu bora,0.0
Kieslowki haachi kamwe kunistaajabisha,0.0
Yeye wakurugenzi wangu mashuhuri mmojawapo wakurugenzi stadi historia sinema,0.0
matumizi rangi bendera iliyoganda filamu hizo tatu yalikuwa ajabu picha iliyokuwa sanaa,0.0
filamu tatu zenye kuvutia kuliko zote,0.0
Na uhusiano wenye hila kati filamu hizo tatu wenye kutisha,0.0
Ni lazima nisimulie jambo hili mnyanganyi ambaye alipenda kumaliza namna wahusika filamu hizo tatu walivyokuwa waokokaji waliobaki msiba feri kijana hakimu mzee aliyeuangalia umri akiimarisha furaha mateso aliyokabiliana nayo miaka mingi,0.0
int inafikiria njia bora kuimaliza filamu tabasamu usoni mwangu njia nzuri kufunga filamu ajabu mambo mengine ziada,0.0
Napendekeza hili mtu anayependa filamu afanyie kazi yoyote sanaa,0.0
10 kati 10 ajili sinema mambo mengine,0.0
i alitapika kihalisi alipokuwa akitazama filamu hii,0.0
Nadhani walioona hii lulu vingarishaji,0.0
Alicheza mchezo kuigiza uliovutia,0.0
hadithi iliyosimuliwa ufasaha farani ajili polisi miaka 25 mapema kweli inafunuka hatua hatua kuacha nafasi wahusika kusitawi,0.0
mahali pazuri pana hadithi tofauti,0.0
Zote zikiwa filamu maridadi nicolas roglag bora,0.0
ninazitafsiri filamu ajili maisha hii ndiyo filamu kwanza uzoefu wangu miaka mitano kazi ambayo niliiona yenye kuchukiza akili,0.0
mtu anapojitahidi ajili umashuhuri ushairi anapotoa hadithi iliyopotoshwa ambayo nyingi huwa hadithi kijinga yenye mambo yasiyo maana unapata aina mbaya sinema ambayo mpitiaji mwingine anaifafanua usahihi kivutio kisasa,0.0
wale ambao huona sinema hii yenye akili au yenye ustadi waweza kusema akili uwezo wako kufikiri ambao wazi uliutumia kujaribu kuelewa jaribio hili lenye kusikitisha mwanadamu kujaribu kuelewa mambo,0.0
jambo ninaloweza kuvumilia kutokukamilika kisiasa jambo zuri uhuru kisanii kusimamishwa kutoamini tabia kike kitumwa,0.0
Hii sinema yenye kufurahisha yenye kuchekesha,0.0
kuvutia pembe,0.0
Lina unamna namna ajabu kokwa kisaikolojia zenye kukumbukwa zenye kupendeza,0.0
Kwa furaha yetu twawaona wakicheza michezo hatari,0.0
Hata ina pindi zenye kupendeza,0.0
mwanamume aliyekuwa akirekebisha simu kweli alichekesha maitikio kokwa kazi yalikuwa kweli,0.0
wahusika filamu hii hupigwa vizuri,0.0
Na kweli niliwaona wenye kuchekesha,0.0
Kwa kweli hii sinema werevu,0.0
Huu ndio ufikisho,0.0
naipenda,0.0
Mwisho hali hivi utatoa machozi kamili,0.0
Nimesisimuka kuona sinema hii,0.0
Sitasahau kamwe jambo hilo,0.0
Si kidhehebu kilicho maarufu,0.0
Mwenye kutua akatulia,0.0
Hali malta kavu ukame mazungumzo,0.0
sinema hii mbaya,0.0
picha mpira magongo zinawatisha walindaji wanaocheza tree wenye umri miaka 5 wakipiga mbizi kutumia risasi zilizo upana futi 10 neti nk,0.0
Kwa walio yaona yamekupotea bure,0.0
kusema sinema hii kipuuzi,0.0
akaanza kutazama hili hakuamini yeyote wahusika hao,0.0
hasa uhusiano kati msaidizi duka kuokea mikate mhudumu hoteli haukunisaidia kidogo,0.0
Ilikuwa filamu kijuujuu ilinifanya nihisi ninatazama mchezo badala filamu,0.0
wahusika jukwaa hadithi jukwaa,0.0
Kufikia ambapo njia pyromianiac ilimfunika msaidizi i amechoka hakujali kilichofuata nikaondoka,0.0
Nafurahi inope kuiona,0.0
Sikucheka wala kutabasamu,0.0
Lakini si kitu kingine ila mwayo,0.0
Kwa kweli wonyesho mzuri kutazama,0.0
Ni elimu watoto wenye umri kati miaka 1 8,0.0
Bila shaka kipande asali chenye umbo,0.0
jambo kuchekesha,0.0
babie bop anavutia,0.0
Watoto wenye ubaridi,0.0
askari jeshi dhoruba si mbaya vya kutosha kuweza kufanya sinema mbaya ajabu,0.0
Na shari wasiwasi,0.0
mtu aliyesema hes mazungumzo mazuri mimea yenye madoa ana haki kufanya,0.0
kitu kuhusu sinema hii kipumbavu,0.0
Hata ikiwa unapenda sinema mbaya usiitazame sinema,0.0
Hakika uchafu,0.0
Ningeupa mfululizo huu televisheni mfululizo 10 kuongezea ningeweza,0.0
Waandishi wakipigwa ninafikiri waigizaji waigizaji bora nyongeza wahusika hawa kipindi hicho halisi,0.0
Ni lazima niseme nimepitia visa vingi ninajikuta nikivitazama,0.0
Sasa unajua niliitoa 10,0.0
Sijui kabisa hasa kuhusu sinema hii tuliishikilia sinema hii yenye kuvutia imekuwa sehemu pekee kumbukumbu familia zetu,0.0
Ni kweli kabisa ninapendekeza sinema mtu yeyote anayependa sinema nzuri familia zenye kujenga sababu ndivyo ilivyo hasa,0.0
mambo ambayo watoto hao wanne hujikuta yenye kuvutia kutazama,0.0
Hii sinema bora zinazoonyesha uhusiano wenye nguvu kati ndugu dada zako,0.0
Hatua nyingine zenye kupendeza zinaleta wasiwasi kupunguza ubishi usiohitajika,0.0
kitu kuanzia kufanya kazi sinema kompyuta kilikuwa thabiti,0.0
Hakuna haja kuchunguza tatizo hilo,0.0
Mboga kipawa matumizi mengi njia nyingi kuandika kuonyesha herufi tofauti tofauti kiwambo,0.0
sinema hii ina madhara,0.0
Ninafurahi kujua mtu akili siku kisasa kana anasahau tamaa sanaa ikimsukuma kutuchukua wasikilizaji,0.0
wahusika wapya walisahau jambo hilo nilijikuta nikimsahau nani,0.0
Nilihisi kana kwake nchi kavu hakukuwa faida yoyote,0.0
haikunifanya niwe hofu au kunifanya niwahurumie waliokuwa wakiniudhi,0.0
misogeo kamera yenye kutisha ikiudhi,0.0
njama sawa hofu iliyokuwa gharama,0.0
kulikuwa majaribio machache yenye kusikitisha kufanya wahusika wawe kina hayakufaulu sehemu nyingine njama,0.0
Nadhani ilipaswa mpindo werevu ikaangaza nuru fulani hali kipumbavu,0.0
Ukiiona labda unapaswa kuiacha rafu,0.0
elias koteasjack palations hucheza vizuri malaikana joto huchoka kabisa anapoonekana jambo hili ubaridi ilivyo kawaida mchezo KEle horeni husaidia kufanya sinema hii iwe yenye kufurahisha kutenda vizuri kiasi fulani fedha,0.0
Hii filamu yenye kutisha hivi niliinunua kutumia ebay,0.0
Nilipenda mstari hadithi dubu spor kuvutia kuna yeyote aliye swali kuhusu umayamaya chuma anauliza mbali,0.0
filamu hii isiyofurahisha kabisa kiwango isiyo halisi hivi dakika 90 kuteswa kabisa labda nilitazama saa 70000,0.0
Kengele kifua kuliko kifaa hiki inamshusha moyo,0.0
Sinema hii yote inakufanya uwe mgonjwa unapowatazama wazembe hao wakitoa udhuru matendo kipumbavu dakika 90,0.0
Mungu i huwezi kamwe kupata dakika 90,0.0
Nadhani sehemu zenye kustaajabisha madondoo vitabu vyake,0.0
seti zilizobuniwa hasa kufanya kazi kamera maridadi ajabu zenye matokeo,0.0
ingeweza kutumiwa mifano mbuni yeyote aliyeweka rasmi,0.0
hadithi zilikuwa uvumbuzi wenye nguvu asili mwanadamu sanaa,0.0
kutazama filamu hii nataka kujifunza kuhusu kazi msanii huyu,0.0
Napendekeza filamu hii ajili mtu yeyote anayependezwa mashairi sanaa maonyesho siasa au historia papanese,0.0
hapa upepo simba twaona fasiri nzuri ajabu enzi kifalme,0.0
Kinachofanya hadithi hii iwe tofauti ile thamani upigaji picha usio kosa kuhariri ule mzuri unaorusha ridan keith anayecheza historia yenye ukatili iliyo dhahiri,0.0
Ingawa upepo simba wanaelezwa hasa kupitia macho mwana huyo mshiriki familia anaweza kutambua ndege baharini aina bnerys hali aina brigan bedace bergens firene jahn hustons au steve kanalys pallylys mhovelypny frive ploveroverovet kijiti,0.0
Hilo jambo kusisimua,0.0
Nadhani filamu robint ryans iliyo bora sababu alichora mtu baba baba halisi ingawa hakuua mtu yeyote bali aliathirika vita ulimwengu pili iliyomfanya awe mbaya,0.0
Haikuwa rahisi kumchangamsha apitie siku siku,0.0
Mama ndugu walilazimika kufanya ilipoona robirt ryan akionyesha mtu aina mwigizo mzuri mtu aina hii alivutiwa,0.0
nyimbo zote zilizo msichana jalada kizamani si zenye kupendeza,0.0
Jambo lenye kuudhi msichana kufunika njia ambayo riita nyasi kavuworth hutukuzwa,0.0
Kwa bahati mbaya msichana mfano jinsi holilywood ilivyotumiwa kuwatumia wanawake kujifaidi kifedha,0.0
Hivyo masimulizi mengi yasiyo sahihi hukumbukwa sehemu huandikwa vizuri,0.0
ile sinema nzuri humrembesha kumfanya awe sura nzuri monica,0.0
maelezo mazuri leo upendo shaka sinema inayostahili kuonwa,0.0
ambao kwanza kutengeneza filamu nafikiri walifanya kazi nzuri,0.0
Ilipendwa nilipokuwa sinema nyumba nzuri maitikio mazuri vicheko vingi,0.0
filamu maridadi namna nilivyohisi nilipotoka nje sinema,0.0
Mlima huu una kelele kaskazini una mtazamo mzuri kuhusu jamii inayowakilisha,0.0
i badala niliifurahia,0.0
Niliipenda,0.0
Ninawachukulia uzito,0.0
Hata hilo lilitokeza hisia pekee,0.0
Kutengeneza vitu vya kale mkono kulikuwa kazi nzuri kutumia maandishi hayo,0.0
ulimwengu ulio bora 95 takataka zilizo maduka dawa leo,0.0
jukumu lake lilitimizwa vizuri,0.0
si kupiga kelele si kiume bali sawa,0.0
kamera kweli humpenda sinema hii,0.0
Laiti angalimtupa daraka hilo kuutayarisha mwandiko,0.0
nikiwa raia European filamu kikwazo kizuri wangu nikiwa mwanafunzi miaka 1980 mambo yaliyoonwa niliyokuwa nikiishi ngambo kuchangamana mataifa mengine ingawa hali zilikuwa tofauti kidogo,0.0
Mimi shabiki filamu iliyovutwa vibaya,0.0
iliyo mbaya kuliko kupe,0.0
sinema mbaya,0.0
sawa majengo 3 au 4 yalitumia sehemu kadhaa labda mbomh duni,0.0
Haukuacha chochote ulicho kifikia ila ulikifanya kilio nyambuka,0.0
Filamu hii nzuri mpunjaji virukato vidogo anapoogopa sehemu zenye raha zinashikwa pazia malaika mlaghai wanapoimba judi kabla hakuna yeyote aliyependekeza kikamili sinema hizo zitoke chapa pekee june 20 jalada lina ulaghai takataka malaika kifuniko kifuniko june,0.0
Si rahisi kuelezea filamu hii mandhari michezo kimahaba mchezo kuigiza mandhari nje duka dawa kulevya kuchekesha mbwa watumia nguo wana kitu fulani pekee kuchekesha kuchekecha watakipenda kukinunua kitokeapo huwa sura mpya,0.0
Sasa tulichaguliwa kuteswa propaganda hii yenye kuchukiza american,-0.05
kipindi hiki kinafanywa ajili wamerica ambao wajinga umejaa chuki vichli vya kuweza kukubaliwa kwingineko,0.0
mtu anayehusika anapaswa kurudi shuleni jambo linaloweza kutabirika kabisa rundo takataka kuzunguka,0.0
Laiti ningeingia viwango hasi vya maadili,0.0
jozi hizo mbaya hivi haziwezi kuonekana mahali popote kisa ndege radi,0.0
matumizi hali polepole kihisia moyo hujirudia rudia kotekote sinema yametegemezwa vizuri matendo mabaya mabaya neno fadhili hapa ambalo halina mandhari kuendelea ambayo hutupwa sababu yoyote magari yoyote yaliyoonekana kana yalitengenezwa kutokana kisanduku mahindi mtindo uelekezi uliopakana ujinga,0.0
oh yeah picha kusikitisha,0.0
Ninachukia kuandika mambo mabaya kuhusu filamu hasa zile ambazo ninazipenda filamu hii mbaya hivi hakuna yeyote angeweza kuionea fahari,0.0
Mimi si mtengeneza filamu wala si mkurugenzi ningeficha kichwa changu mchangani ningetumia kiasi chochote fedha sinema hii,0.0
Kwa ufupi hii kupoteza nishati nyingi singependekeza yeyote aone filamu hii,0.0
lilikuja likiwa huru mchezaji mchezo GEl i kununua bado nilirudisha kitu hicho katikati sababu niliaibika jinsi kuezeka,0.0
110 sababu hakuna kikao 010,0.0
Wazo lenye kupendeza lisilo kawaida mfuko hatari kokwa ambao nyakati zote taarifa mapenzi kumuona hengo mchattie fumo hendrikson akizungumza shavu kichwa,0.0
Inayo gonga,0.0
Lakini kitendo wataalamu heromo debbie rochokon kilikuwa kibaya kukielekeza aliyekuwa mpiga mbizi kazi kamera haikuwa rahisi kuvumilika,0.0
Na bado seti zilizofikia 10 kiwango changu,0.0
Ndiyo ninarahisisha mambo hapa ajili ufupi ajili hili kweli ndiyo kiini matatizo filamu hii ina mambo mengi yanayoendelea maelezo yoyote kweli yenye kuridhisha,0.0
Wote hufanya kazi nzuri wenye kuchekesha,0.0
Lakini njama yenye hila haikunisadikisha kidogo sehemu sinema ilitazamwa jicho lisilo kawaida lenye kutilia shaka,0.0
Ninamruhusu rafiki kike aongee nami kuona wazo hili baya ambalo sisi sote tulilichukia,0.0
dakika 15 mwisho sinema si mbaya,0.0
bela lugosi tabia mbaya kuunganisha mistari isiyo kawaida,0.0
wonyesho ulikuwa mbao haukuwa mbaya kipindi sinema bli,0.0
Mimi hupenda kupiga makasia kampuni nyaya muhtasari ukisikika wenye kupendeza niliitazama mbili tayari labda nitaiangalia,0.0
Ninaamini mwandishi kampuni alifanya kazi nzuri kuunganisha sehemu siri sinema,0.0
nyingi nambari zangu 810 ajili njama,0.0
Nimesema mwingine yeyote asiyependa waharibikaji sitaki naamini filamu hii ina thamani wako,0.0
Eleza sinema chafu,0.0
si yenye kutisha isiyofahamika,0.0
Mpango hauninginia kidogo tendo hilo linahuzunisha,0.0
si nzuri thamani kambi,0.0
int akitarajia kupata vifaa vya oscar hivi,0.0
soni lazima awe iq moluska mpumbavu hasa usimwone huyo akija,0.0
filamu hii ninaitumia neno hilo kutiliwa chumvi matusi umma wanaopiga filamu,0.0
ikiwa mtu fulani aliyehusika simulizi hilo aliyejua jinsi kuunganisha simulizi,0.0
hili hupata mtu 1 kati 10 sababu hakuna kitu,0.0
Hii ambayo haikuwa nayo niliitazama hivi majuzi kituo filamu mbweha ilikatishwa tamaa,0.0
Najua mchezaji kulipwa asiyedhibiti maandishi kitendo hicho kilikuwa kibaya herufi,0.0
Mshindi mclaglen mbaya dolevini isiyoweza kutambuliwa,0.0
Kutazama uhusiano uliopo kati taylor tanwick kulishangaza jinsi kemikali ndogo zilivyokuwa kiwambo kati hizo mbili,0.0
dhana filamu kipuuzi hivi rais filamu yetu,0.0
mandhari vituo vya kifo hazikuwa zikisonga,0.0
jambo lililo baya kuimba tayls lilikuwa kuimba,0.0
popote pale mtayarishaji alipokikosa kabisa,-0.21
Nilivutiwa jinsi alivyocheza,0.0
Nilijua nilipoiona sinema mwigizaji huyo kipawa angenunua vitu vikubwa,0.0
sinema hali isiyo furaha yenye picha masikini yenye mtindo kushupaza hali inafikiri mafuta aina gani kesho bora baadhi wachech waliotupwa kiwanda kilichoachwa tayari ajili judo wachache waliofishwa vibaya wakibingirisha mchanganyiko jaji,0.0
sehemu mbele huonekana mbaya,0.0
Haionekani mbali america,0.0
Kama njama kudumu karibuni hivi mwisho uuaji huruma,0.0
mazungumzo mabaya hali kukosa tumaini ambayo mtu anayepigwa risasi anapoteza nafasi,0.0
Nilikuwa wasiwasi jinsi sinema hii ilivyokuwa mbaya haikuogopa kidogo,0.0
mazungumzo yamejaa mambo yasiyo maana,0.0
Dakika 30 hivi video zinatupwa kuonyesha waigizaji wazee wazee wakiropoka maneno yasiyo kweli yasiyo maana kumfanya kijana abadilike rangi nyakati zote akiwa mzee mzee nyakati nyingine latin ambayo huenda yakatamkwa au isikike maneno,0.0
upande unaoelekeza kizembe kabisa,0.0
Kwa hakika maandishi yaliyochakaa yalizidi mabaya ule mwelekezo mbaya,0.0
shaka kitendo hicho bla,0.0
kutenda ujumla kwaweza kuwekwa kiwango usawaziko kamili kati kutenda kupita kiasi kutotenda ifaavyo,0.0
hatimaye hayo yote twafikia mwisho ambao ungekuwa ungeshughulikiwa hodari wala si wenye kucheza cheza,0.0
Niliipenda sinema ilivutia familia iliyokuwa sehemu mwishowe walijua upendo pekee kati,0.0
Nimeona sinema nyingi zinazoigiza ufuaji jaclyn mungu wangu huyu mmojawapo filamu bora ingawa ilitoka miaka 12 iliyopita,0.0
Filamu picha nyota kitu nikipendacho ilifungua macho nione waigizaji ambao ninawaona kabla,0.0
Sinema ndefu niliifurahia dakika,0.0
Kwa ujumla nahesabu sinema hii 10 kati digrii 110,0.0
Maisha hayayaweki vya kutosha yeyote ajue duka gani linalouza linijulishe sababu hili lazima liwe linamiliki,0.0
Nakumbuka hasa hisi zangu zikishambuliwa nyuzi ndogo ndogo muziki ambazo hazingengaa onyo lolote umaana,0.0
Ni aina papa anayechunguzwa alasiri kumwadhibu mtu asiyeajiriwa kutokuwa kazi,0.0
Ni filamu chache zinazoweza kuonekana wanaoikumbuka huwa tofauti kabisa sinema zisizo madoido mengi nyeusi,0.0
sinema hii hufanyiza ulimwengu wenyewe huvutia njia,0.0
filamu hii ilinifikia kwelikweli,0.0
Ione,0.0
Ninatumaini timu inayochochea filamu hii inafanya filamu nyingi zitaendelea kufanya mtindo wenyewe ajabu,0.0
nilisahau jangu hapa i project ikiwa strond fausa aurvg akiwa mkamilifu daraka lake akiwa mtu kusumbua ambaye haelewi mahali alipokuwa anafanyia kazi kusumbua,0.0
Picha hii nzuri yenye kuchekesha kuhusu maisha mwaka 2006,0.0
i niliona kuhama huko kukifurahisha kutia moyo,0.0
Mwanzoni tovuti eneo hilo filamu iliyopigwa picha hapa nyati zilinivutia,0.0
baadaye nilijikuta nimepoteza uwezo sinema,0.0
wasikilizaji walipiga makofi mwishoni mwa filamu,0.0
Nilitoka jumba maonyesho nikiwa lilti shangwe hatua hatua moyoni mwangu kutumaini ajili jamii kibinadamu,0.0
Mapambo yana sura nzuri hufanya kazi vizuri,0.0
sehemu iliyobaki plasta hucheza vizuri,0.0
Picha sinema zenye kutokeza kutia maoni mazuri barcelona minara maarufu saudi,0.0
Karibu dakika kumi filamu hii ikaanza mawazo pili,0.0
nusu njia kupitia filamu hii ikaanza kuichukia,0.0
kufikia filamu ilipoisha si iliipenda niidharau,0.0
yale ambayo filamu hii haina maandishi yenye kusadikisha,0.0
mwandiko huonekana kana hati mkono iliyoandikwa ufyatuaji risasi ukaanza kabla hati iliyomalizika kukamilishwa,0.0
mambo yatokeayo mashuhuri hubadili mpangilio njama sababu isiyo sababu yoyote ila maandishi yahitajiyo iwe,0.0
Mkavu hayo mshari amejipachika,0.0
sababu manufaa kuchunguza,0.0
Labda hii ndiyo pindi yenye kuudhi ambayo nimepata kuona maisha yote,0.0
kipindi kinachoudhi kijinga kuliko vyote ambacho kimewahi kuonekana,0.0
kitu hilo kibaya,0.0
Siwezi kuelewa ujinga aina gani ungetokeza hali hii mbaya mwanzoni kutaja majira kadhaa,0.0
Hati mbaya ina mzaha usio kiadili ambao kawaida unaona sinema ri au nc17,0.0
kuroga sababu mbaya unazoona kipindi kibaya waigizaji,0.0
Maneno mwisho kipindi hiki mateso halisi,0.0
Ni nyakati zenye kukatisha tamaa mbali uhalisi mambo,0.0
Kutazama mashine kufulia nguo kunaumiza macho yako kadiri ambavyo jambo hili laonyesha,0.0
Picha 010 kidato pili inaonyesha kipindi hicho kibaya hivi mama kifaa hicho humvuta binti nje kipindi hicho,0.0
Mbweha karne 20 wanaoishi barabarani mwaka 1948 si wapumbavu bali filamu isiyoweza kutiliwa shaka,0.0
Yamejaa herufi zisizosadikisha ambazo zitaandikwa ustadi edward vodorov ambaye alitokeza kushangaza anaelekezwa ean negulesco ambaye angetarajia kupata faida kwake,0.0
hapa ukurasa picha akigeuka kukusudia mcheshi,0.0
